Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell type]	Characteristics[time]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[infect]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number	Factor Value[infect]	Factor Value[cell type]
20003_3#84	ERS1616346	SAMEA103927178	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#84	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#84	sequencing assay	ERX1952986	20003_3_84_2.fastq.gz	20003_3_84_2.fastq.gz	ERR1892649	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892649/ERR1892649_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#87	ERS1616347	SAMEA103927179	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#87	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#87	sequencing assay	ERX1952987	20003_3_87_1.fastq.gz	20003_3_87_1.fastq.gz	ERR1892650	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892650/ERR1892650_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#87	ERS1616347	SAMEA103927179	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#87	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#87	sequencing assay	ERX1952987	20003_3_87_2.fastq.gz	20003_3_87_2.fastq.gz	ERR1892650	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892650/ERR1892650_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#88	ERS1616348	SAMEA103927180	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#88	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#88	sequencing assay	ERX1952988	20003_3_88_1.fastq.gz	20003_3_88_1.fastq.gz	ERR1892651	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1892651/ERR1892651_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#88	ERS1616348	SAMEA103927180	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#88	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#88	sequencing assay	ERX1952988	20003_3_88_2.fastq.gz	20003_3_88_2.fastq.gz	ERR1892651	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1892651/ERR1892651_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#89	ERS1616349	SAMEA103927181	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#89	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#89	sequencing assay	ERX1952989	20003_3_89_1.fastq.gz	20003_3_89_1.fastq.gz	ERR1892652	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1892652/ERR1892652_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#89	ERS1616349	SAMEA103927181	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#89	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#89	sequencing assay	ERX1952989	20003_3_89_2.fastq.gz	20003_3_89_2.fastq.gz	ERR1892652	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1892652/ERR1892652_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#90	ERS1616350	SAMEA103927182	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#90	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#90	sequencing assay	ERX1952990	20003_3_90_1.fastq.gz	20003_3_90_1.fastq.gz	ERR1892653	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892653/ERR1892653_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#90	ERS1616350	SAMEA103927182	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#90	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#90	sequencing assay	ERX1952990	20003_3_90_2.fastq.gz	20003_3_90_2.fastq.gz	ERR1892653	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892653/ERR1892653_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#91	ERS1616351	SAMEA103927183	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#91	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#91	sequencing assay	ERX1952991	20003_3_91_1.fastq.gz	20003_3_91_1.fastq.gz	ERR1892654	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892654/ERR1892654_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#91	ERS1616351	SAMEA103927183	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#91	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#91	sequencing assay	ERX1952991	20003_3_91_2.fastq.gz	20003_3_91_2.fastq.gz	ERR1892654	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892654/ERR1892654_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#92	ERS1616352	SAMEA103927184	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#92	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#92	sequencing assay	ERX1952992	20003_3_92_1.fastq.gz	20003_3_92_1.fastq.gz	ERR1892655	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892655/ERR1892655_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#92	ERS1616352	SAMEA103927184	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#92	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#92	sequencing assay	ERX1952992	20003_3_92_2.fastq.gz	20003_3_92_2.fastq.gz	ERR1892655	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892655/ERR1892655_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#93	ERS1616353	SAMEA103927185	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#93	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#93	sequencing assay	ERX1952993	20003_3_93_1.fastq.gz	20003_3_93_1.fastq.gz	ERR1892656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892656/ERR1892656_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#93	ERS1616353	SAMEA103927185	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#93	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#93	sequencing assay	ERX1952993	20003_3_93_2.fastq.gz	20003_3_93_2.fastq.gz	ERR1892656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892656/ERR1892656_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#96	ERS1616354	SAMEA103927186	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#96	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#96	sequencing assay	ERX1952994	20003_3_96_1.fastq.gz	20003_3_96_1.fastq.gz	ERR1892657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1892657/ERR1892657_1.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_3#96	ERS1616354	SAMEA103927186	Mus musculus	CD4+ T cell	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_3#96	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_3#96	sequencing assay	ERX1952994	20003_3_96_2.fastq.gz	20003_3_96_2.fastq.gz	ERR1892657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1892657/ERR1892657_2.fastq.gz	4	day	EFO	UO_0000033	Plasmodium chabaudi chabaudi AS	CD4+ T cell
20003_4#10	ERS1616355	SAMEA103927187	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#10	sequencing assay	ERX1952995	20003_4_10_1.fastq.gz	20003_4_10_1.fastq.gz	ERR1892658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1892658/ERR1892658_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#10	ERS1616355	SAMEA103927187	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#10	sequencing assay	ERX1952995	20003_4_10_2.fastq.gz	20003_4_10_2.fastq.gz	ERR1892658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1892658/ERR1892658_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#11	ERS1616356	SAMEA103927188	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#11	sequencing assay	ERX1952996	20003_4_11_1.fastq.gz	20003_4_11_1.fastq.gz	ERR1892659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892659/ERR1892659_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#11	ERS1616356	SAMEA103927188	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#11	sequencing assay	ERX1952996	20003_4_11_2.fastq.gz	20003_4_11_2.fastq.gz	ERR1892659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892659/ERR1892659_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#12	ERS1616357	SAMEA103927189	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#12	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#12	sequencing assay	ERX1952997	20003_4_12_1.fastq.gz	20003_4_12_1.fastq.gz	ERR1892660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892660/ERR1892660_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#12	ERS1616357	SAMEA103927189	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#12	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#12	sequencing assay	ERX1952997	20003_4_12_2.fastq.gz	20003_4_12_2.fastq.gz	ERR1892660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892660/ERR1892660_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#13	ERS1616358	SAMEA103927190	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#13	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#13	sequencing assay	ERX1952998	20003_4_13_1.fastq.gz	20003_4_13_1.fastq.gz	ERR1892661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1892661/ERR1892661_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#13	ERS1616358	SAMEA103927190	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#13	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#13	sequencing assay	ERX1952998	20003_4_13_2.fastq.gz	20003_4_13_2.fastq.gz	ERR1892661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1892661/ERR1892661_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#14	ERS1616359	SAMEA103927191	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#14	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#14	sequencing assay	ERX1952999	20003_4_14_1.fastq.gz	20003_4_14_1.fastq.gz	ERR1892662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1892662/ERR1892662_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#14	ERS1616359	SAMEA103927191	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#14	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#14	sequencing assay	ERX1952999	20003_4_14_2.fastq.gz	20003_4_14_2.fastq.gz	ERR1892662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1892662/ERR1892662_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#15	ERS1616360	SAMEA103927192	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#15	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#15	sequencing assay	ERX1953000	20003_4_15_1.fastq.gz	20003_4_15_1.fastq.gz	ERR1892663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892663/ERR1892663_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#15	ERS1616360	SAMEA103927192	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#15	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#15	sequencing assay	ERX1953000	20003_4_15_2.fastq.gz	20003_4_15_2.fastq.gz	ERR1892663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892663/ERR1892663_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#16	ERS1616361	SAMEA103927193	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#16	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#16	sequencing assay	ERX1953001	20003_4_16_1.fastq.gz	20003_4_16_1.fastq.gz	ERR1892664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892664/ERR1892664_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#16	ERS1616361	SAMEA103927193	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#16	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#16	sequencing assay	ERX1953001	20003_4_16_2.fastq.gz	20003_4_16_2.fastq.gz	ERR1892664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892664/ERR1892664_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#17	ERS1616362	SAMEA103927194	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#17	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#17	sequencing assay	ERX1953002	20003_4_17_1.fastq.gz	20003_4_17_1.fastq.gz	ERR1892665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892665/ERR1892665_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#17	ERS1616362	SAMEA103927194	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#17	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#17	sequencing assay	ERX1953002	20003_4_17_2.fastq.gz	20003_4_17_2.fastq.gz	ERR1892665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892665/ERR1892665_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_4#18	ERS1616363	SAMEA103927195	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_4#18	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_4#18	sequencing assay	ERX1953003	20003_4_18_1.fastq.gz	20003_4_18_1.fastq.gz	ERR1892666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892666/ERR1892666_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
